year,customer_id,phone_no,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
2020,380311,418-3135,0,34,93,0,0,399.0,13.1,45.22,63,6,4.0,3,0.0
2020,380360,396-4845,1,49,103,0,0,395.1,10.3,44.78,112,2,3.0,0,0.0
2020,381120,377-7177,0,34,108,0,0,207.9,9.8,23.56,92,3,3.0,1,0.0
2020,382675,372-8405,0,23,197,0,0,232.2,10.6,26.32,86,2,3.0,3,0.0
2020,382744,359-7694,1,37,25,0,0,201.45,12.6,22.83,100,5,4.0,2,0.0
2020,382973,360-6868,1,33,158,0,0,237.0,9.1,26.86,89,4,3.0,1,0.0
2020,383607,355-3602,0,46,118,0,1,177.15,16.9,20.08,73,2,5.0,1,0.0
2020,383612,382-5401,1,46,17,0,1,229.65,10.0,26.03,102,1,3.0,6,1.0
2020,383704,340-4627,0,29,95,0,1,393.3,10.6,44.57,57,5,3.0,0,0.0
2020,384056,382-1104,1,40,129,0,0,147.0,10.5,16.66,123,4,3.0,0,0.0
2020,384358,377-7107,0,55,116,0,0,284.25,13.1,32.22,83,2,4.0,1,0.0
2020,384473,349-7291,1,22,35,0,0,186.3,13.1,21.11,100,8,4.0,2,0.0
2020,384612,396-5790,0,41,31,0,1,315.75,11.5,35.79,125,2,4.0,1,0.0
2020,384789,412-4399,0,33,94,0,0,272.25,6.6,30.86,114,5,2.0,1,0.0
2020,385071,396-5800,1,41,147,0,0,232.65,10.6,26.37,133,4,3.0,0,0.0
2020,385425,366-6345,0,26,70,1,0,340.05,17.6,38.54,93,4,5.0,2,1.0
2020,385685,390-7328,1,36,161,1,0,234.15,11.1,26.54,115,9,3.0,2,0.0
2020,385833,411-8140,1,34,92,0,0,264.45,9.6,29.97,107,1,3.0,2,0.0
2020,386039,375-8013,1,34,38,0,0,291.6,10.8,33.05,90,5,3.0,3,0.0
2020,386746,421-7214,1,24,87,1,0,201.3,10.7,22.81,102,5,3.0,0,0.0
2020,386800,367-7039,0,31,176,0,0,71.1,10.5,8.06,107,8,3.0,2,0.0
2020,386888,351-7369,0,27,114,0,1,464.85,14.2,52.68,105,2,4.0,1,0.0
2020,387332,360-5779,0,22,87,0,0,204.45,7.1,23.17,101,5,2.0,0,0.0
2020,388227,414-1246,0,41,127,0,1,259.5,4.8,29.41,99,3,2.0,0,0.0
2020,388832,399-4246,1,25,90,0,0,305.1,7.3,34.58,105,4,2.0,1,0.0
2020,390381,340-4953,1,36,80,0,0,186.45,7.9,21.13,62,9,3.0,1,0.0
2020,390526,327-6179,0,20,53,0,0,253.2,10.9,28.7,113,2,3.0,0,0.0
2020,390559,418-8770,0,31,72,0,0,297.6,13.1,33.73,125,4,4.0,0,0.0
2020,391565,415-6110,1,31,41,0,1,310.95,5.9,35.24,74,3,2.0,1,0.0
2020,391837,360-3525,0,39,115,0,0,221.85,9.6,25.14,90,9,3.0,3,0.0
2020,393358,330-6630,0,38,165,0,0,311.55,7.9,35.31,91,3,3.0,0,0.0
2020,394936,411-5859,1,39,163,0,0,295.5,9.1,33.49,80,10,3.0,1,0.0
2020,395231,378-1303,0,39,84,0,0,272.25,8.5,30.86,118,4,3.0,1,0.0
2020,395352,393-6733,0,42,199,0,1,345.9,8.0,39.2,94,2,3.0,0,0.0
2020,396153,341-9396,0,35,24,0,1,354.45,7.2,40.17,105,2,2.0,3,0.0
2020,397420,388-6658,0,37,82,0,0,215.55,7.8,24.43,95,5,3.0,1,0.0
2020,397537,418-7055,0,44,76,0,0,194.55,7.5,22.05,87,3,3.0,5,1.0
2020,397798,380-1096,0,43,190,0,0,226.35,14.7,25.65,73,1,4.0,1,0.0
2020,397880,353-9339,1,56,60,0,0,304.8,15.1,34.54,112,6,5.0,2,0.0
2020,398749,415-5132,0,23,179,0,0,351.75,6.1,39.87,72,4,2.0,1,0.0
2020,399394,403-5279,1,42,130,0,0,233.85,11.7,26.5,103,3,4.0,3,0.0
2020,399740,366-4467,0,35,104,0,0,417.6,9.8,47.33,137,5,3.0,1,0.0
2020,399741,351-9037,1,37,50,0,0,452.55,10.5,51.29,89,6,3.0,1,0.0
2020,400302,328-6770,1,46,93,0,0,227.1,10.9,25.74,120,3,3.0,0,0.0
2020,401938,350-1639,1,50,170,1,0,389.85,8.4,44.18,121,3,3.0,3,0.0
2020,402103,407-2750,1,37,66,0,0,301.95,7.5,34.22,101,4,3.0,1,0.0
2020,402498,416-3915,1,62,148,1,0,328.35,11.1,37.21,99,4,3.0,0,0.0
2020,402879,342-5906,1,34,101,0,0,140.7,10.7,15.95,116,2,3.0,1,0.0
2020,403351,392-5587,0,54,130,0,0,363.75,9.3,41.23,89,2,3.0,2,0.0
2020,403868,390-2891,1,36,97,0,0,316.5,4.7,35.87,102,4,2.0,3,0.0
2020,403893,420-5990,0,56,96,0,0,147.3,7.6,16.69,120,1,3.0,2,0.0
2020,404320,357-5801,0,32,59,0,0,227.7,11.9,25.81,86,5,4.0,1,0.0
2020,405468,330-8142,1,37,79,0,0,216.0,13.0,24.48,129,4,4.0,1,0.0
2020,406013,332-3544,1,52,47,0,1,294.9,12.9,33.42,118,4,4.0,2,0.0
2020,406104,415-8780,1,52,117,0,0,216.9,7.4,24.58,113,9,2.0,2,0.0
2020,406333,387-5860,0,34,96,0,1,259.05,10.3,29.36,86,5,3.0,5,1.0
2020,406646,400-2181,1,37,127,1,0,363.3,13.9,41.17,96,5,4.0,2,1.0
2020,407902,338-7683,0,33,67,0,1,142.5,10.0,16.15,114,2,3.0,2,0.0
2020,407993,335-9786,1,35,90,0,0,322.35,11.8,36.53,78,2,4.0,2,0.0
2020,408389,387-6498,1,38,86,0,0,225.75,9.0,25.59,96,2,3.0,1,0.0
2020,409108,331-9861,0,42,100,0,1,230.55,15.9,26.13,104,5,5.0,1,0.0
2020,409971,412-9190,0,67,132,0,0,309.3,10.2,35.05,122,6,3.0,1,0.0
2020,410186,343-9946,1,36,130,0,0,244.2,7.2,27.68,140,3,2.0,1,0.0
2020,410531,408-8650,1,52,134,0,0,307.95,5.0,34.9,107,9,2.0,1,0.0
2020,411123,387-6031,0,38,130,0,0,264.45,11.3,29.97,123,5,4.0,1,0.0
2020,411817,413-4957,1,44,52,0,0,287.85,7.8,32.62,87,5,3.0,3,0.0
2020,414300,389-2631,0,36,154,0,1,288.45,9.0,32.69,74,1,3.0,2,0.0
2020,416143,414-4803,0,37,88,0,0,207.45,9.6,23.51,110,4,3.0,3,0.0
2020,416869,403-1953,1,43,71,0,1,212.1,5.6,24.04,99,3,2.0,2,0.0
2020,417030,363-5853,1,32,100,0,0,213.75,7.8,24.23,117,8,3.0,2,0.0
2020,417761,383-4061,0,82,122,1,0,346.35,11.0,39.25,57,2,3.0,0,1.0
2020,418107,350-8884,0,58,85,0,1,294.6,13.8,33.39,75,4,4.0,1,0.0
2020,418464,408-2712,1,26,129,1,0,289.35,10.9,32.79,130,4,3.0,1,0.0
2020,420443,417-6252,1,21,150,0,0,189.0,10.2,21.42,100,6,3.0,3,0.0
2020,421900,356-4558,0,45,110,0,0,334.05,13.5,37.86,78,4,4.0,1,0.0
2020,422312,353-3061,0,32,59,0,1,181.35,8.5,20.55,116,5,3.0,2,0.0
2020,423044,366-3944,0,35,135,0,1,295.65,14.6,33.51,135,5,4.0,2,0.0
2020,423083,334-7685,0,36,43,0,0,126.3,10.8,14.31,79,2,3.0,1,0.0
2020,423560,341-2603,1,56,64,1,1,190.8,8.1,21.62,109,13,3.0,0,0.0
2020,423729,360-2479,1,40,104,0,0,208.05,10.0,23.58,74,3,3.0,0,0.0
2020,423786,339-6637,1,31,149,1,1,190.35,8.8,21.57,77,3,3.0,5,1.0
2020,424699,403-2673,1,33,113,0,1,236.7,8.7,26.83,100,2,3.0,5,1.0
2020,426012,352-8327,0,33,71,1,0,267.3,13.6,30.29,111,3,4.0,3,1.0
2020,426722,384-5343,1,33,93,0,0,212.55,10.2,24.09,71,3,3.0,0,0.0
2020,426789,351-1466,1,30,124,0,0,225.45,12.5,25.55,62,4,4.0,2,0.0
2020,426879,422-6690,0,35,113,0,1,307.5,10.2,34.85,59,5,3.0,2,0.0
2020,427284,368-6488,1,51,93,0,1,205.2,12.5,23.26,95,3,4.0,2,0.0
2020,427813,355-9993,1,50,121,0,1,327.3,7.5,37.09,118,7,3.0,3,0.0
2020,428154,346-1629,0,30,97,1,0,355.35,7.3,40.27,120,2,2.0,0,1.0
2020,428226,358-8025,1,46,171,0,0,346.8,12.3,39.3,124,1,4.0,1,0.0
2020,428585,405-1108,0,36,105,1,0,410.85,10.9,46.56,90,7,3.0,1,1.0
2020,428637,333-5609,1,41,82,0,1,232.8,10.7,26.38,68,3,3.0,1,0.0
2020,428895,392-6239,1,44,145,0,0,298.8,7.6,33.86,135,3,3.0,1,0.0
2020,429024,339-6968,1,33,91,0,0,238.5,10.1,27.03,73,4,3.0,0,0.0
2020,430432,330-4419,1,31,107,0,0,235.65,12.1,26.71,138,6,4.0,1,0.0
2020,431281,366-4334,1,32,98,0,1,320.55,10.7,36.33,73,5,3.0,2,0.0
2020,431395,405-2276,0,39,116,0,0,239.1,9.7,27.1,71,2,3.0,6,1.0
2020,432266,347-9421,0,43,13,0,1,397.95,12.9,45.1,117,1,4.0,1,0.0
2020,432797,404-9680,1,24,32,0,0,346.35,6.3,39.25,53,2,2.0,0,0.0
2020,432902,407-2259,1,29,107,0,0,333.45,12.1,37.79,117,4,4.0,1,1.0
2020,434615,342-6696,1,31,48,0,0,450.6,7.2,51.07,94,5,2.0,2,0.0
2020,434651,328-2982,0,34,95,0,0,104.1,8.9,11.8,102,5,3.0,0,0.0
2020,435274,380-7277,0,38,155,0,0,248.1,8.9,28.12,108,4,3.0,3,0.0
2020,435341,353-7822,1,32,58,0,0,224.1,14.9,25.4,108,3,5.0,1,0.0
2020,436001,373-6681,0,28,162,0,1,276.75,12.3,31.37,106,6,4.0,0,0.0
2020,436092,373-1448,0,37,51,0,0,344.55,9.6,39.05,128,1,3.0,1,1.0
2020,436358,389-4278,1,40,69,0,0,275.1,9.0,31.18,94,5,3.0,3,0.0
2020,436471,412-3726,0,30,127,1,1,143.85,10.4,16.3,132,3,3.0,1,0.0
2020,436764,408-7015,0,37,89,0,0,134.25,12.3,15.22,116,1,4.0,3,0.0
2020,437014,379-3953,0,53,54,1,0,321.15,10.1,36.4,75,3,3.0,1,0.0
2020,437078,415-6145,1,41,83,0,0,346.95,12.4,39.32,106,2,4.0,3,0.0
2020,437285,406-7726,0,32,130,0,0,186.45,3.5,21.13,83,6,1.0,0,0.0
2020,438310,382-3966,1,24,104,1,0,240.6,12.6,27.27,90,5,4.0,4,0.0
2020,438855,397-1649,0,54,124,0,1,377.1,7.5,42.74,121,5,3.0,1,0.0
2020,440161,362-4685,1,74,161,0,0,267.15,8.5,30.28,78,2,3.0,1,0.0
2020,440165,410-3503,0,45,72,0,0,163.65,8.3,18.55,84,6,3.0,0,0.0
2020,440338,356-1420,0,38,54,0,0,239.7,9.7,27.17,70,7,3.0,2,0.0
2020,441123,384-3101,0,40,87,0,0,352.2,9.5,39.92,93,5,3.0,1,0.0
2020,441719,395-1962,1,61,85,0,0,333.45,11.0,37.79,75,2,3.0,3,0.0
2020,442113,344-4478,0,26,90,0,0,308.55,12.5,34.97,104,6,4.0,2,0.0
2020,443050,375-3003,1,45,84,0,0,325.65,9.4,36.91,120,4,3.0,1,0.0
2020,443111,381-2498,1,60,117,0,0,286.65,12.0,32.49,118,4,4.0,2,0.0
2020,443296,406-4710,0,49,141,0,1,281.25,10.5,31.88,105,5,3.0,3,0.0
2020,444068,394-6278,1,31,74,0,0,337.8,9.1,38.28,95,2,3.0,2,0.0
2020,444100,369-8024,1,34,110,1,1,401.85,8.3,45.54,106,2,3.0,1,1.0
2020,444981,374-4664,1,26,81,1,0,375.9,7.8,42.6,131,5,3.0,1,0.0
2020,445854,420-6414,1,37,89,0,1,245.25,7.5,27.8,147,5,3.0,2,0.0
2020,446346,334-4506,0,41,96,0,1,225.0,8.5,25.5,55,3,3.0,1,0.0
2020,446602,372-7326,0,42,78,0,0,211.05,11.7,23.92,107,5,4.0,0,0.0
2020,446703,371-8452,1,31,123,0,0,258.3,8.7,29.27,101,4,3.0,1,0.0
2020,446769,353-7292,1,57,131,1,1,439.35,13.8,49.79,127,7,4.0,4,1.0
2020,447233,338-9873,0,42,55,0,0,179.55,4.6,20.35,113,2,2.0,2,0.0
2020,448233,356-1567,1,54,106,0,0,334.5,7.1,37.91,107,12,2.0,0,0.0
2020,449319,380-7624,1,37,108,0,1,414.9,9.8,47.02,95,6,3.0,2,0.0
2020,449353,395-1718,1,25,129,0,0,297.6,9.2,33.73,101,2,3.0,2,0.0
2020,449741,351-2773,0,21,92,0,0,236.55,13.8,26.81,99,3,4.0,1,0.0
2020,450290,349-4369,1,37,133,1,0,190.95,10.3,21.64,88,3,3.0,1,0.0
2020,450513,366-9238,1,35,62,0,0,181.05,13.1,20.52,99,6,4.0,4,0.0
2020,451467,390-3565,1,29,95,0,0,291.9,3.8,33.08,92,2,2.0,3,0.0
2020,451692,357-2679,0,52,105,0,0,320.1,9.5,36.28,93,6,3.0,1,0.0
2020,452515,400-3637,0,32,36,0,1,422.1,9.0,47.84,113,6,3.0,2,0.0
2020,452627,336-1749,1,40,123,0,0,239.25,12.0,27.12,120,4,4.0,0,0.0
2020,452942,420-8242,0,34,92,0,1,233.1,8.0,26.42,118,4,3.0,3,0.0
2020,453333,392-2381,1,35,86,0,1,106.35,11.1,12.05,105,5,3.0,3,0.0
2020,453665,343-2350,0,32,106,0,0,247.95,8.5,28.1,93,3,3.0,2,0.0
2020,453828,346-7302,0,46,74,0,1,231.15,10.9,26.2,57,9,3.0,2,0.0
2020,454386,373-5438,0,33,121,0,0,226.05,9.2,25.62,116,15,3.0,1,0.0
2020,454669,355-4842,1,46,146,1,0,306.6,10.5,34.75,114,6,3.0,3,0.0
2020,454676,409-4447,0,34,121,1,0,251.55,13.4,28.51,115,1,4.0,3,1.0
2020,456905,413-9269,0,24,128,1,1,335.25,9.4,38.0,101,2,3.0,2,1.0
2020,457297,333-3704,0,34,115,0,0,367.8,7.2,41.68,74,8,2.0,0,0.0
2020,457836,336-7143,0,30,140,0,0,169.2,16.3,19.18,85,6,5.0,0,0.0
2020,458305,355-6531,1,28,117,1,1,294.0,3.7,33.32,120,5,1.0,1,0.0
2020,458503,343-2741,0,36,82,0,0,278.7,5.7,31.59,104,7,2.0,4,0.0
2020,458561,411-4582,0,55,70,0,0,348.15,0.0,39.46,112,0,0.0,3,0.0
2020,460233,359-6163,0,38,82,0,0,188.55,12.9,21.37,103,2,4.0,1,0.0
2020,460824,382-4084,0,40,86,0,1,391.8,12.7,44.4,101,5,4.0,2,0.0
2020,461477,352-2175,1,26,70,0,0,157.05,15.8,17.8,110,7,5.0,3,0.0
2020,462492,332-4291,1,36,93,0,0,228.6,6.6,25.91,120,5,2.0,3,0.0
2020,462544,353-6482,1,33,104,0,0,255.9,6.1,29.0,131,1,2.0,1,0.0
2020,462697,392-6841,1,35,47,0,1,168.3,10.6,19.07,105,2,3.0,0,0.0
2020,463931,392-1734,1,28,102,0,1,187.95,6.3,21.3,68,2,2.0,3,0.0
2020,464616,406-2454,0,44,51,0,0,272.25,10.3,30.86,119,2,3.0,1,0.0
2020,464805,362-3660,1,33,43,0,0,268.95,8.0,30.48,114,5,3.0,0,0.0
2020,464942,377-1273,1,26,81,0,0,392.1,8.0,44.44,96,6,3.0,1,1.0
2020,465125,379-7009,0,24,147,0,1,381.3,13.8,43.21,125,7,4.0,5,0.0
2020,465300,341-2360,1,57,84,0,0,238.5,12.3,27.03,101,5,4.0,1,0.0
2020,465704,392-5512,0,48,126,0,0,242.1,5.1,27.44,78,2,2.0,0,0.0
2020,465790,381-4565,1,40,79,0,0,220.5,8.4,24.99,107,9,3.0,1,0.0
2020,466436,410-7383,0,43,124,0,0,236.25,9.6,26.78,98,4,3.0,3,0.0
2020,466523,408-6621,1,31,176,0,0,334.8,10.1,37.94,80,2,3.0,3,0.0
2020,466759,392-2555,1,26,98,0,0,0.0,6.8,0.0,88,1,2.0,4,1.0
2020,467789,374-8525,1,34,75,0,1,263.7,5.3,29.89,134,4,2.0,5,0.0
2020,467956,391-8027,1,44,118,1,0,335.1,6.3,37.98,118,6,2.0,0,0.0
2020,467963,355-9295,0,28,73,0,0,288.3,9.4,32.67,87,6,3.0,1,0.0
2020,469225,367-7906,1,23,86,0,0,188.25,8.9,21.34,110,8,3.0,1,0.0
2020,470030,340-5121,1,45,141,0,0,190.35,8.0,21.57,128,2,3.0,1,0.0
2020,470816,380-2558,1,36,33,0,1,236.1,13.9,26.76,79,11,4.0,4,1.0
2020,471459,395-6369,0,37,95,0,0,305.1,13.7,34.58,105,3,4.0,2,0.0
2020,471674,390-5055,0,28,115,1,0,183.0,10.8,20.74,124,2,3.0,2,1.0
2020,471827,341-3044,1,37,83,0,1,117.75,11.8,13.35,102,4,4.0,1,0.0
2020,472057,359-5461,1,36,130,0,0,265.35,9.5,30.07,69,2,3.0,1,0.0
2020,472957,400-3446,0,25,82,0,0,300.45,7.1,34.05,60,1,2.0,4,0.0
2020,474106,335-6508,1,40,77,0,0,367.8,7.5,41.68,91,4,3.0,0,1.0
2020,475071,420-5652,0,28,124,0,1,216.75,12.0,24.57,82,7,4.0,2,0.0
2020,475336,331-9293,0,37,74,0,0,233.55,8.1,26.47,97,4,3.0,0,0.0
2020,475443,390-3401,1,21,90,0,0,169.8,14.1,19.24,124,4,4.0,3,0.0
2020,475964,394-2553,0,30,117,0,1,157.35,7.7,17.83,104,6,3.0,3,0.0
2020,476461,422-5865,0,60,32,0,0,256.8,10.2,29.1,64,7,3.0,1,0.0
2020,476809,347-8205,0,33,99,0,0,333.6,12.0,37.81,81,8,4.0,2,0.0
2020,476816,354-6960,1,38,103,0,0,307.35,10.4,34.83,106,3,3.0,5,0.0
2020,477356,334-5844,0,49,83,0,1,142.5,11.2,16.15,79,2,4.0,0,0.0
2020,477683,372-9976,0,40,98,0,0,189.45,9.4,21.47,135,2,3.0,3,0.0
2020,477957,386-1374,1,36,92,0,0,295.5,10.8,33.49,105,4,3.0,1,0.0
2020,478003,394-8086,1,40,161,0,1,327.75,7.3,37.15,121,4,2.0,1,0.0
2020,478129,327-6194,0,25,85,0,0,318.45,7.7,36.09,116,3,3.0,0,0.0
2020,478349,353-6038,0,38,128,1,0,367.8,10.7,41.68,116,5,3.0,0,0.0
2020,478408,329-2918,1,42,80,0,0,224.7,10.9,25.47,75,7,3.0,2,0.0
2020,480025,384-3299,0,56,93,1,0,197.1,11.1,22.34,103,2,3.0,1,1.0
2020,480438,390-2433,0,34,146,0,0,283.95,7.4,32.18,83,3,2.0,0,0.0
2020,481865,366-9211,1,40,113,0,0,225.15,11.0,25.52,105,3,3.0,2,0.0
2020,482349,418-6412,1,44,54,0,0,201.45,14.7,22.83,68,4,4.0,3,0.0
2020,482478,350-7288,0,40,51,0,0,296.7,8.9,33.63,134,5,3.0,1,0.0
2020,484303,328-7209,1,44,149,0,1,298.35,14.3,33.81,76,9,4.0,1,0.0
2020,484485,395-5285,0,32,113,0,0,290.7,10.6,32.95,67,6,3.0,1,0.0
2020,485465,383-4322,1,39,86,0,1,149.85,9.8,16.98,90,7,3.0,2,0.0
2020,485550,375-1721,0,27,126,0,0,263.1,10.6,29.82,93,1,3.0,0,0.0
2020,485868,415-3120,1,36,66,0,1,281.7,12.0,31.93,113,3,4.0,2,0.0
2020,486677,417-3046,0,38,94,1,0,364.8,7.2,41.34,99,4,2.0,4,0.0
2020,487568,336-1574,1,39,125,0,0,252.9,10.9,28.66,92,7,3.0,0,0.0
2020,488568,386-1631,1,42,153,0,1,327.75,9.4,37.15,105,6,3.0,0,0.0
2020,488980,413-1061,0,38,101,0,1,216.15,14.5,24.5,107,3,4.0,1,0.0
2020,489216,368-9007,1,33,85,0,0,315.45,11.2,35.75,82,7,4.0,1,0.0
2020,489900,362-1490,0,48,124,0,0,289.5,15.3,32.81,104,3,5.0,1,0.0
2020,490037,341-1647,0,47,79,0,1,396.45,6.3,44.93,92,3,2.0,4,0.0
2020,490142,391-7937,0,60,148,0,1,367.35,15.2,41.63,91,4,5.0,2,0.0
2020,490277,339-5329,0,29,70,0,0,297.9,10.6,33.76,105,6,3.0,2,0.0
2020,490698,366-7912,0,80,62,0,0,373.05,13.2,42.28,78,2,4.0,1,1.0
2020,490988,401-7654,1,59,176,0,0,376.35,9.6,42.65,85,6,3.0,2,0.0
2020,491355,422-1471,0,39,106,0,0,238.05,10.2,26.98,103,4,3.0,1,0.0
2020,491524,341-3180,1,31,84,0,0,286.5,6.5,32.47,79,4,2.0,0,0.0
2020,491556,384-1135,0,54,130,0,0,310.65,12.4,35.21,100,2,4.0,1,0.0
2020,491558,406-5059,0,35,125,0,1,301.95,5.4,34.22,104,3,2.0,1,0.0
2020,492274,346-2359,0,44,110,0,0,222.75,12.4,25.25,112,3,4.0,1,0.0
2020,492631,394-6577,1,29,116,0,1,290.1,11.4,32.88,98,3,4.0,5,0.0
2020,493522,408-9779,1,30,131,0,0,166.35,15.8,18.85,114,9,5.0,1,0.0
2020,493830,361-4910,0,33,76,0,0,305.4,8.4,34.61,97,3,3.0,0,0.0
2020,493893,333-3421,1,30,110,0,0,224.7,11.7,25.47,119,4,4.0,2,0.0
2020,494819,373-3731,0,50,117,0,0,242.4,13.8,27.47,111,2,4.0,1,0.0
2020,494888,400-1636,1,58,111,0,0,213.45,12.8,24.19,94,9,4.0,2,0.0
2020,495086,370-9755,1,37,122,0,1,262.35,13.5,29.73,116,3,4.0,1,1.0
2020,496170,378-7299,1,39,90,0,1,278.4,11.1,31.55,120,5,3.0,2,0.0
2020,497073,364-2495,0,24,121,0,1,355.65,10.1,40.31,85,5,3.0,4,0.0
2020,497112,335-5882,1,26,167,0,0,311.4,14.1,35.29,98,5,4.0,0,0.0
2020,497334,369-9465,1,34,70,0,0,334.2,0.0,37.88,122,0,0.0,1,0.0
2020,497660,413-2201,1,46,155,0,0,276.9,7.8,31.38,122,1,3.0,1,0.0
2020,498024,419-1674,0,40,44,0,0,342.15,9.9,38.78,77,5,3.0,2,1.0
2020,498249,370-2688,0,58,61,0,0,390.0,9.0,44.2,70,3,3.0,1,1.0
2020,498298,365-8114,0,44,141,0,0,323.4,12.4,36.65,107,6,4.0,1,0.0
2020,498534,378-3508,0,30,95,1,1,205.2,10.3,23.26,67,9,3.0,5,1.0
2020,499354,364-1995,1,39,142,0,0,280.5,7.4,31.79,127,5,2.0,2,0.0
2020,499450,397-8512,0,40,99,1,0,295.8,9.9,33.52,99,6,3.0,4,0.0
2020,501841,328-4231,1,33,60,0,1,287.7,12.8,32.61,62,3,4.0,2,0.0
2020,502502,390-9698,1,46,78,0,0,289.65,10.2,32.83,119,1,3.0,0,0.0
2020,504933,367-4277,1,28,100,0,0,371.7,6.9,42.13,125,2,2.0,1,0.0
2020,505557,337-4749,1,44,97,0,1,252.6,8.5,28.63,95,7,3.0,0,0.0
2020,505577,419-3167,0,36,106,0,0,192.9,11.4,21.86,113,2,4.0,0,0.0
2020,506360,355-3801,1,59,60,0,0,268.95,13.5,30.48,98,6,4.0,1,1.0
2020,506778,336-5406,1,39,78,0,0,337.65,14.6,38.27,102,2,4.0,0,0.0
2020,507188,341-4103,1,31,96,0,1,275.1,10.5,31.18,93,5,3.0,1,0.0
2020,507309,334-3142,0,32,155,0,0,244.5,15.1,27.71,109,4,5.0,2,0.0
2020,507313,408-6496,1,29,118,0,1,434.25,9.5,49.22,88,4,3.0,1,0.0
2020,507920,368-3931,0,35,90,0,1,142.2,11.4,16.12,65,5,4.0,1,0.0
2020,508216,402-6591,1,30,123,0,0,310.35,7.7,35.17,136,2,3.0,3,0.0
2020,508266,338-8566,1,24,141,0,0,124.8,10.7,14.14,79,7,3.0,1,0.0
2020,510227,391-8087,0,49,80,0,0,241.65,10.6,27.39,116,4,3.0,1,0.0
2020,511105,356-5244,0,71,52,0,1,256.35,4.1,29.05,124,5,2.0,2,0.0
2020,511946,359-2197,0,25,140,0,0,194.4,9.4,22.03,124,10,3.0,3,0.0
2020,512238,410-7108,1,49,64,0,1,342.9,9.0,38.86,124,1,3.0,3,0.0
2020,512325,396-2867,0,42,54,0,1,310.35,9.2,35.17,120,1,3.0,3,0.0
2020,513944,349-4703,0,34,30,0,1,326.1,6.6,36.96,104,3,2.0,0,0.0
2020,514054,341-9764,0,31,36,0,1,219.45,14.5,24.87,109,6,4.0,0,0.0
2020,514207,345-6515,0,35,27,0,0,301.8,8.4,34.2,91,3,3.0,2,0.0
2020,514224,389-1475,0,39,64,0,1,141.6,4.5,16.05,89,4,2.0,0,0.0
2020,515249,391-8124,0,35,79,0,1,155.55,14.8,17.63,102,4,4.0,2,0.0
2020,515771,344-9943,1,58,107,0,1,421.65,11.2,47.79,128,9,4.0,1,0.0
2020,516403,372-1534,0,41,84,0,0,195.3,14.0,22.13,74,6,4.0,2,0.0
2020,516724,352-9017,1,38,112,0,0,325.65,9.4,36.91,91,3,3.0,2,0.0
2020,516883,339-6477,1,45,112,0,0,408.75,16.4,46.33,94,5,5.0,3,1.0
2020,516913,412-3898,1,24,84,0,0,285.3,9.8,32.33,102,6,3.0,2,0.0
2020,517173,392-6856,1,35,28,0,0,281.7,10.6,31.93,124,5,3.0,0,0.0
2020,517520,344-9403,1,24,74,0,0,281.55,9.1,31.91,94,5,3.0,0,0.0
2020,517557,400-6257,0,39,99,0,1,324.0,9.3,36.72,100,4,3.0,2,1.0
2020,517579,334-3289,1,43,169,0,0,268.8,9.9,30.46,92,6,3.0,2,0.0
2020,518133,368-3117,1,25,94,1,0,255.15,8.7,28.92,78,4,3.0,1,0.0
2020,518329,379-5211,1,52,12,1,0,325.05,9.8,36.84,110,4,3.0,2,0.0
2020,519124,375-3586,0,40,80,0,0,314.85,8.8,35.68,119,4,3.0,2,0.0
2020,519912,331-8484,0,41,87,0,1,123.9,9.5,14.04,88,1,3.0,3,0.0
2020,520263,375-2975,1,41,55,1,0,287.85,14.3,32.62,101,6,4.0,1,1.0
2020,520735,360-1171,1,32,144,0,0,92.4,8.2,10.47,99,7,3.0,4,1.0
2020,521267,352-5815,0,42,94,0,0,245.25,12.6,27.8,82,5,4.0,1,0.0
2020,522898,402-4501,0,28,115,0,1,232.8,4.5,26.38,100,4,2.0,0,0.0
2020,523129,375-6911,1,30,96,0,0,296.55,10.5,33.61,67,3,3.0,3,0.0
2020,523481,352-9130,1,35,51,1,1,203.7,12.3,23.09,98,7,4.0,2,0.0
2020,524127,372-7990,1,50,173,0,0,437.7,9.9,49.61,119,2,3.0,0,1.0
2020,526435,354-7025,0,67,99,0,0,239.55,8.4,27.15,114,3,3.0,1,0.0
2020,526511,406-4604,1,32,82,1,0,313.2,12.4,35.5,86,6,4.0,3,0.0
2020,526862,371-7191,1,41,107,0,1,242.4,13.7,27.47,103,3,4.0,1,0.0
2020,527068,353-6300,0,43,155,0,0,325.05,10.8,36.84,106,1,3.0,2,0.0
2020,527302,419-6033,1,35,135,0,1,410.1,12.3,46.48,112,6,4.0,1,0.0
2020,527414,337-8618,0,33,66,0,0,231.0,9.5,26.18,100,3,3.0,4,1.0
2020,527555,373-8920,1,34,52,0,1,293.55,5.3,33.27,94,3,2.0,2,0.0
2020,527827,346-8112,1,46,113,0,1,270.6,8.4,30.67,124,2,3.0,1,0.0
2020,528067,410-5250,0,45,42,0,0,276.75,8.8,31.37,91,3,3.0,2,0.0
2020,528867,415-4857,1,31,193,0,1,186.0,12.3,21.08,129,3,4.0,1,0.0
